percentage_time,cumulative_sec,self_sec,calls,self sec/call,total sec/call,name,class,function
0.03,49.88,0.02,0.0,0.0,0.0,XUCache::~XUCache(),XUCache,~XUCache
0.03,49.9,0.02,0.0,0.0,0.0,"CodingStructure::isSubPuClean(PredictionUnit&, Mv const*) const",CodingStructure,isSubPuClean
0.02,49.91,0.01,10723011.0,0.0,0.0,CU::isInter(CodingUnit const&),CU,isInter
0.02,49.92,0.01,10695185.0,0.0,0.0,"InterPrediction::rightShiftMSB(int, int)",InterPrediction,rightShiftMSB
0.02,49.93,0.01,9832662.0,0.0,0.0,CodingStructure::getOrgBuf(),CodingStructure,getOrgBuf
0.02,49.94,0.01,9730159.0,0.0,0.0,"BitEstimatorBase::encodeBinsEP(unsigned int, unsigned int)",BitEstimatorBase,encodeBinsEP
0.02,49.95,0.01,6220492.0,0.0,0.0,CodingStructure::getRecoBuf(CompArea const&),CodingStructure,getRecoBuf
0.02,49.96,0.01,5626377.0,0.0,0.0,"PreCalcValues::getMinQtSize(Slice const&, ChannelType) const",PreCalcValues,getMinQtSize
0.02,49.97,0.01,4679778.0,0.0,0.0,"void simdFilterCopy<(X86_VEXT)3, true, false>(ClpRng const&, short const*, int, short*, int, int, int, bool)",no_class_function,void simdFilterCopy
0.02,49.98,0.01,4499571.0,0.0,0.0,TransformUnit::getCoeffs(ComponentID) const,TransformUnit,getCoeffs
0.02,49.99,0.01,4069952.0,0.0,0.0,"TrQuant::getTrTypes(TransformUnit, ComponentID, int&, int&)",TrQuant,getTrTypes
0.02,50.0,0.01,4017093.0,0.0,0.0,"CodingStructure::getTU(Position const&, ChannelType, int)",CodingStructure,getTU
0.02,50.01,0.01,3823633.0,0.0,0.0,CABACWriter::isp_mode(CodingUnit const&),CABACWriter,isp_mode
0.02,50.02,0.01,3723983.0,0.0,0.0,CABACWriter::extend_ref_line(PredictionUnit const&),CABACWriter,extend_ref_line
0.02,50.03,0.01,3446482.0,0.0,0.0,Ctx::operator=(Ctx const&),Ctx,operator=
0.02,50.04,0.01,3308198.0,0.0,0.0,PU::isBipredRestriction(PredictionUnit const&),PU,isBipredRestriction
0.02,50.05,0.01,3294161.0,0.0,0.0,"CU::canUseISP(int, int, int)",CU,canUseISP
0.02,50.06,0.01,3257885.0,0.0,0.0,CodingStructure::getOrgResiBuf(CompArea const&),CodingStructure,getOrgResiBuf
0.02,50.07,0.01,3063710.0,0.0,0.0,PU::restrictBiPredMergeCandsOne(PredictionUnit&),PU,restrictBiPredMergeCandsOne
0.02,50.08,0.01,2997040.0,0.0,0.0,"CU::targetSbtAllowed(unsigned char, unsigned char)",CU,targetSbtAllowed
0.02,50.09,0.01,2651342.0,0.0,0.0,"RdCost::getBitsOfVectorWithPredictor(int, int, unsigned int)",RdCost,getBitsOfVectorWithPredictor
0.02,50.1,0.01,2467295.0,0.0,0.0,"CU::isSameCtu(CodingUnit const&, CodingUnit const&)",CU,isSameCtu
0.02,50.11,0.01,2426722.0,0.0,0.0,CABACWriter::getCtxInitId(Slice const&),CABACWriter,getCtxInitId
0.02,50.12,0.01,2365715.0,0.0,0.0,getNumModesMip(Size const&),no_class_function,getNumModesMip
0.02,50.13,0.01,1901993.0,0.0,0.0,"UnitBuf<short>::copyClip(UnitBuf<short const> const&, ClpRngs const&, bool, bool)",UnitBuf<short>,copyClip
0.02,50.14,0.01,1661104.0,0.0,0.0,"DQIntern::DepQuant::dequant(TransformUnit const&, AreaBuf<int>&, ComponentID, QpParam const&, bool, int*)",DQIntern,DepQuant::dequant
0.02,50.15,0.01,1607222.0,0.0,0.0,"RdCost::setDistParam(DistParam&, short const*, short const*, int, int, int, ComponentID, int, int, int, int, bool, bool)",RdCost,setDistParam
0.02,50.16,0.01,1398730.0,0.0,0.0,"IntraSearch::xEncCoeffQT(CodingStructure&, Partitioner&, ComponentID, int, PartSplit, CUCtx*)",IntraSearch,xEncCoeffQT
0.02,50.17,0.01,1273395.0,0.0,0.0,UnitArea::singleChan(ChannelType) const,UnitArea,singleChan
0.02,50.18,0.01,1204848.0,0.0,0.0,UnitArea::repositionTo(UnitArea const&),UnitArea,repositionTo
0.02,50.19,0.01,1145639.0,0.0,0.0,"InterSearch::xGetMEDistortionWeight(unsigned char, RefPicList)",InterSearch,xGetMEDistortionWeight
0.02,50.2,0.01,1140951.0,0.0,0.0,"MatrixIntraPrediction::predBlock(int*, int, bool, int, ComponentID)",MatrixIntraPrediction,predBlock
0.02,50.21,0.01,1140951.0,0.0,0.0,MatrixIntraPrediction::getMatrixData(int) const,MatrixIntraPrediction,getMatrixData
0.02,50.22,0.01,1059559.0,0.0,0.0,"void simdFilter<(X86_VEXT)3, 8, false, true, true>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool)",no_class_function,void simdFilter
0.02,50.23,0.01,905344.0,0.0,0.0,"InterPrediction::xBioGradFilter(short*, int, int, int, int, short*, short*, int)",InterPrediction,xBioGradFilter
0.02,50.24,0.01,858909.0,0.0,0.0,"CABACWriter::residual_lfnst_mode(CodingUnit const&, CUCtx&)",CABACWriter,residual_lfnst_mode
0.02,50.25,0.01,763025.0,0.0,0.0,"MergeCtx::setMergeInfo(PredictionUnit&, int)",MergeCtx,setMergeInfo
0.02,50.26,0.01,681319.0,0.0,0.0,dynamic_cache<Ctx>::get(),dynamic_cache<Ctx>,get
0.02,50.27,0.01,657957.0,0.0,0.0,CABACWriter::pred_mode(CodingUnit const&),CABACWriter,pred_mode
0.02,50.28,0.01,639485.0,0.0,0.0,"TU::getPrevTuCbfAtDepth(TransformUnit const&, ComponentID, int)",TU,getPrevTuCbfAtDepth
0.02,50.29,0.01,618736.0,0.0,0.0,"CodingStructure::getBuf(CompArea const&, PictureType const&) const",CodingStructure,getBuf
0.02,50.3,0.01,585075.0,0.0,0.0,PU::getCoLocatedLumaPU(PredictionUnit const&),PU,getCoLocatedLumaPU
0.02,50.31,0.01,572623.0,0.0,0.0,CodingUnit::checkAllowedSbt() const,CodingUnit,checkAllowedSbt
0.02,50.32,0.01,522515.0,0.0,0.0,"EncCu::xEncodeDontSplit(CodingStructure&, Partitioner&)",EncCu,xEncodeDontSplit
0.02,50.33,0.01,518962.0,0.0,0.0,"QTBTPartitioner::nextPart(CodingStructure const&, bool)",QTBTPartitioner,nextPart
0.02,50.34,0.01,392402.0,0.0,0.0,"MatrixIntraPrediction::boundaryDownsampling1D(int*, int const*, unsigned int, unsigned int)",MatrixIntraPrediction,boundaryDownsampling1D
0.02,50.35,0.01,387426.0,0.0,0.0,"fastForwardDCT2_B2(int const*, int*, int, int, int, int)",no_class_function,fastForwardDCT2_B2
0.02,50.36,0.01,380276.0,0.0,0.0,"void applyPROF_SSE<(X86_VEXT)3>(short*, int, short const*, int, int, int, short const*, short const*, int, int const*, int const*, int, bool const&, int, short, ClpRng const&)",no_class_function,void applyPROF_SSE
0.02,50.37,0.01,380276.0,0.0,0.0,"void gradFilter_SSE<(X86_VEXT)3, false>(short*, int, int, int, int, short*, short*, int)",no_class_function,void gradFilter_SSE
0.02,50.38,0.01,330767.0,0.0,0.0,"fastForwardDST7_B4(int const*, int*, int, int, int, int)",no_class_function,fastForwardDST7_B4
0.02,50.39,0.01,295464.0,0.0,0.0,"void paddingSimd<(X86_VEXT)3>(short*, int, int, int, int)",no_class_function,void paddingSimd
0.02,50.4,0.01,277825.0,0.0,0.0,CABACWriter::rqt_root_cbf(CodingUnit const&),CABACWriter,rqt_root_cbf
0.02,50.41,0.01,258655.0,0.0,0.0,"void std::vector<EncTestMode, std::allocator<EncTestMode> >::emplace_back<EncTestMode>(EncTestMode&&)",void std,"vector<EncTestMode, std::allocator<EncTestMode> >::emplace_back<EncTestMode>"
0.02,50.42,0.01,243929.0,0.0,0.0,"std::_Hashtable<unsigned int, std::pair<unsigned int const, std::vector<Position, std::allocator<Position> > >, std::allocator<std::pair<unsigned int const, std::vector<Position, std::allocator<Position> > > >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<unsigned int const, std::vector<Position, std::allocator<Position> > >, false>*)",std,"_Hashtable<unsigned int, std::pair<unsigned int const, std::vector<Position, std::allocator<Position> > >, std::allocator<std::pair<unsigned int const, std::vector<Position, std::allocator<Position> > > >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node"
0.02,50.43,0.01,218925.0,0.0,0.0,CacheBlkInfoCtrl::getSelectColorSpaceOption(UnitArea const&),CacheBlkInfoCtrl,getSelectColorSpaceOption
0.02,50.44,0.01,208529.0,0.0,0.0,"fastInverseDST7_B4(int const*, int*, int, int, int, int, int, int)",no_class_function,fastInverseDST7_B4
0.02,50.45,0.01,205677.0,0.0,0.0,CABACWriter::prediction_unit(PredictionUnit const&),CABACWriter,prediction_unit
0.02,50.46,0.01,205290.0,0.0,0.0,"PartitionerImpl::getTUIntraSubPartitions(std::vector<UnitArea, std::allocator<UnitArea> >&, UnitArea const&, CodingStructure const&, PartSplit)",PartitionerImpl,getTUIntraSubPartitions
0.02,50.47,0.01,204060.0,0.0,0.0,CABACWriter::cu_bcw_flag(CodingUnit const&),CABACWriter,cu_bcw_flag
0.02,50.48,0.01,196469.0,0.0,0.0,CABACWriter::sbt_mode(CodingUnit const&),CABACWriter,sbt_mode
0.02,50.49,0.01,196201.0,0.0,0.0,"IntraPrediction::initIntraMip(PredictionUnit const&, CompArea const&)",IntraPrediction,initIntraMip
0.02,50.5,0.01,196201.0,0.0,0.0,"MatrixIntraPrediction::prepareInputForPred(AreaBuf<short const> const&, Area const&, int, ComponentID)",MatrixIntraPrediction,prepareInputForPred
0.02,50.51,0.01,182747.0,0.0,0.0,MergeCtx::MergeCtx(),MergeCtx,MergeCtx
0.02,50.52,0.01,152327.0,0.0,0.0,"void removeHighFreq_SSE<(X86_VEXT)3, 4>(short*, int, short const*, int, int, int)",no_class_function,void removeHighFreq_SSE
0.02,50.53,0.01,152250.0,0.0,0.0,"unsigned int updateCandList<unsigned char, 60ul>(unsigned char, double, static_vector<unsigned char, 60ul>&, static_vector<double, 60ul>&, unsigned long, int*)",no_class_function,unsigned int updateCandList
0.02,50.54,0.01,131532.0,0.0,0.0,EncModeCtrlMTnoRQT::finishCULevel(Partitioner&),EncModeCtrlMTnoRQT,finishCULevel
0.02,50.55,0.01,113449.0,0.0,0.0,"TBinEncoder<BinProbModel_Std>::encodeBin(unsigned int, unsigned int)",TBinEncoder<BinProbModel_Std>,encodeBin
0.02,50.56,0.01,111762.0,0.0,0.0,"QuantRDOQ::quant(TransformUnit&, ComponentID const&, AreaBuf<int const> const&, int&, QpParam const&, Ctx const&)",QuantRDOQ,quant
0.02,50.57,0.01,109488.0,0.0,0.0,"void linTf_SSE_entry<(X86_VEXT)3, 4>(short const*, int, short*, int, int, int, int, int, int, ClpRng const&, bool)",no_class_function,void linTf_SSE_entry
0.02,50.58,0.01,108726.0,0.0,0.0,CodingStructure::getPredBuf(UnitArea const&) const,CodingStructure,getPredBuf
0.02,50.59,0.01,106979.0,0.0,0.0,AreaBuf<MotionInfo>::copyFrom(AreaBuf<MotionInfo const> const&),AreaBuf<MotionInfo>,copyFrom
0.02,50.6,0.01,106842.0,0.0,0.0,"CABACWriter::residual_codingTS(TransformUnit const&, ComponentID)",CABACWriter,residual_codingTS
0.02,50.61,0.01,98828.0,0.0,0.0,"void std::vector<Mv, std::allocator<Mv> >::_M_realloc_insert<Mv const&>(__gnu_cxx::__normal_iterator<Mv*, std::vector<Mv, std::allocator<Mv> > >, Mv const&)",void std,"vector<Mv, std::allocator<Mv> >::_M_realloc_insert<Mv const&>"
0.02,50.62,0.01,95920.0,0.0,0.0,"QuantRDOQ::xGetErrScaleCoeff(bool, unsigned int, unsigned int, int, int, int, bool)",QuantRDOQ,xGetErrScaleCoeff
0.02,50.63,0.01,72384.0,0.0,0.0,CacheBlkInfoCtrl::isSkip(UnitArea const&),CacheBlkInfoCtrl,isSkip
0.02,50.64,0.01,63986.0,0.0,0.0,"Quant::dequant(TransformUnit const&, AreaBuf<int>&, ComponentID const&, QpParam const&)",Quant,dequant
0.02,50.65,0.01,62670.0,0.0,0.0,"InterPrediction::xBIPMVRefine(int, short*, short*, unsigned long&, short*, unsigned long*, int, int)",InterPrediction,xBIPMVRefine
0.02,50.66,0.01,60710.0,0.0,0.0,"void IntraSearch::reduceHadCandList<IntraSearch::ModeInfo, 99ul>(static_vector<IntraSearch::ModeInfo, 99ul>&, static_vector<double, 99ul>&, int&, double, double const*, PredictionUnit const&, bool)",void IntraSearch,"reduceHadCandList<IntraSearch::ModeInfo, 99ul>"
0.02,50.67,0.01,58900.0,0.0,0.0,CABACWriter::smvd_mode(PredictionUnit const&),CABACWriter,smvd_mode
0.02,50.68,0.01,45079.0,0.0,0.0,"InterSearch::symmvdCheckBestMvp(PredictionUnit&, UnitBuf<short>&, Mv, RefPicList, AMVPInfo (*) [33], int, Mv*, bool*, int*, unsigned long&, bool)",InterSearch,symmvdCheckBestMvp
0.02,50.69,0.01,42769.0,0.0,0.0,"PU::fillAffineMvpCand(PredictionUnit&, RefPicList const&, int const&, AffineAMVPInfo&)",PU,fillAffineMvpCand
0.02,50.7,0.01,40291.0,0.0,0.0,"Reshape::calculateChromaAdjVpduNei(TransformUnit&, CompArea const&)",Reshape,calculateChromaAdjVpduNei
0.02,50.71,0.01,39956.0,0.0,0.0,"CodingStructure::addMiToLut(static_vector<MotionInfo, 5ul>&, MotionInfo const&)",CodingStructure,addMiToLut
0.02,50.72,0.01,37448.0,0.0,0.0,"PartitionerImpl::getCUSubPartitions(UnitArea const&, CodingStructure const&, PartSplit)",PartitionerImpl,getCUSubPartitions
0.02,50.73,0.01,35982.0,0.0,0.0,"EncCu::xCheckRDCostInter(CodingStructure*&, CodingStructure*&, Partitioner&, EncTestMode const&)",EncCu,xCheckRDCostInter
0.02,50.74,0.01,27222.0,0.0,0.0,"void std::vector<GeoMergeCombo, std::allocator<GeoMergeCombo> >::_M_realloc_insert<GeoMergeCombo>(__gnu_cxx::__normal_iterator<GeoMergeCombo*, std::vector<GeoMergeCombo, std::allocator<GeoMergeCombo> > >, GeoMergeCombo&&)",void std,"vector<GeoMergeCombo, std::allocator<GeoMergeCombo> >::_M_realloc_insert<GeoMergeCombo>"
0.02,50.75,0.01,26509.0,0.0,0.0,"IntraSearch::xSortISPCandList(double, double, IntraSearch::ModeInfo)",IntraSearch,xSortISPCandList
0.02,50.76,0.01,25252.0,0.0,0.0,"PU::getAffineMergeCand(PredictionUnit const&, AffineMergeCtx&, int)",PU,getAffineMergeCand
0.02,50.77,0.01,15834.0,0.0,0.0,"EncAdaptiveLoopFilter::deriveCoeffQuant(int*, int*, AlfCovariance const&, AlfFilterShape const&, int, bool)",EncAdaptiveLoopFilter,deriveCoeffQuant
0.02,50.78,0.01,12706.0,0.0,0.0,"SaveLoadEncInfoSbt::saveBestSbt(UnitArea const&, unsigned int, unsigned char, unsigned char)",SaveLoadEncInfoSbt,saveBestSbt
0.02,50.79,0.01,9072.0,0.0,0.0,"void std::__merge_sort_with_buffer<__gnu_cxx::__normal_iterator<GeoMergeCombo*, std::vector<GeoMergeCombo, std::allocator<GeoMergeCombo> > >, GeoMergeCombo*, __gnu_cxx::__ops::_Iter_comp_iter<SmallerThanComboCost> >(__gnu_cxx::__normal_iterator<GeoMergeCombo*, std::vector<GeoMergeCombo, std::allocator<GeoMergeCombo> > >, __gnu_cxx::__normal_iterator<GeoMergeCombo*, std::vector<GeoMergeCombo, std::allocator<GeoMergeCombo> > >, GeoMergeCombo*, __gnu_cxx::__ops::_Iter_comp_iter<SmallerThanComboCost>)",void std,"__merge_sort_with_buffer<__gnu_cxx::__normal_iterator<GeoMergeCombo*, std::vector<GeoMergeCombo, std::allocator<GeoMergeCombo> > >, GeoMergeCombo*, __gnu_cxx::__ops::_Iter_comp_iter<SmallerThanComboCost> >"
0.02,50.8,0.01,6365.0,0.0,0.0,"EncCu::xReuseCachedResult(CodingStructure*&, CodingStructure*&, Partitioner&)",EncCu,xReuseCachedResult
0.02,50.81,0.01,4318.0,0.0,0.0,AlfParam::operator=(AlfParam const&),AlfParam,operator=
0.02,50.82,0.01,1252.0,0.0,0.0,"PartitionerImpl::getMaxTuTiling(UnitArea const&, CodingStructure const&)",PartitionerImpl,getMaxTuTiling
0.02,50.83,0.01,1092.0,0.0,0.0,"EncAdaptiveLoopFilter::getDistCoeffForce0(bool*, double (*) [2], int*, int, int)",EncAdaptiveLoopFilter,getDistCoeffForce0
0.02,50.84,0.01,120.0,0.0,0.0,"EncSampleAdaptiveOffset::getBlkStats(ComponentID, int, SAOStatData*, short*, short*, int, int, int, int, bool, bool, bool, bool, bool, bool, bool, bool, int*, int*, int, int)",EncSampleAdaptiveOffset,getBlkStats
0.02,50.85,0.01,80.0,0.0,0.0,"CABACWriter::coding_tree_unit(CodingStructure&, UnitArea const&, int (&) [2], unsigned int, bool, bool)",CABACWriter,coding_tree_unit
0.02,50.86,0.01,80.0,0.0,0.0,"EncAdaptiveLoopFilter::getBlkStatsCcAlf(AlfCovariance&, AlfFilterShape const&, UnitBuf<short> const&, UnitBuf<short> const&, UnitArea const&, UnitArea const&, ComponentID, int)",EncAdaptiveLoopFilter,getBlkStatsCcAlf
0.02,50.87,0.01,40.0,0.0,0.0,"CABACWriter::sao(Slice const&, unsigned int)",CABACWriter,sao
0.02,50.88,0.01,40.0,0.0,0.0,BestEncInfoCache::init(Slice const&),BestEncInfoCache,init
0.02,50.89,0.01,40.0,0.0,0.0,CacheBlkInfoCtrl::init(Slice const&),CacheBlkInfoCtrl,init
0.02,50.9,0.01,40.0,0.0,0.0,EncModeCtrlMTnoRQT::initCTUEncoding(Slice const&),EncModeCtrlMTnoRQT,initCTUEncoding
0.02,50.91,0.01,28.0,0.0,0.0,"EncTemporalFilter::subsampleLuma(PelStorage const&, PelStorage&, int) const",EncTemporalFilter,subsampleLuma
0.02,50.92,0.01,12.0,0.0,0.0,"EncTemporalFilter::applyMotion(Array2D<MotionVector> const&, PelStorage const&, PelStorage&) const",EncTemporalFilter,applyMotion
0.02,50.93,0.01,10.0,0.0,0.0,IbcHashMap::calHashBlkMatchPerc(Area const&),IbcHashMap,calHashBlkMatchPerc
0.02,50.94,0.01,1.0,0.01,0.01,initGeoTemplate(),no_class_function,initGeoTemplate
0.02,50.95,0.01,1.0,0.01,0.01,"IntraPrediction::init(ChromaFormat, unsigned int)",IntraPrediction,init
0.02,50.96,0.01,1.0,0.01,0.01,MatrixIntraPrediction::MatrixIntraPrediction(),MatrixIntraPrediction,MatrixIntraPrediction
0.02,50.97,0.01,1.0,0.01,0.03,"QuantRDOQ::setFlatScalingList(int const*, BitDepths const&)",QuantRDOQ,setFlatScalingList
0.02,50.98,0.01,0.0,0.0,0.0,"void invTransformCbCr<2>(AreaBuf<short>&, AreaBuf<short>&)",no_class_function,void invTransformCbCr
0.02,50.99,0.01,0.0,0.0,0.0,"CABACWriter::cuPaletteSubblockInfo(CodingUnit const&, ComponentID, unsigned int, int, unsigned int&, unsigned int&)",CABACWriter,cuPaletteSubblockInfo
0.02,51.0,0.01,0.0,0.0,0.0,EncModeCtrl::setEarlySkipDetected(),EncModeCtrl,setEarlySkipDetected
0.02,51.01,0.01,0.0,0.0,0.0,"InterSearch::xTZSearchSelective(PredictionUnit const&, RefPicList, int, InterSearch::IntTZSearchStruct&, Mv&, unsigned long&, Mv const*)",InterSearch,xTZSearchSelective
0.02,51.02,0.01,0.0,0.0,0.0,"IntraSearch::PLTSearch(CodingStructure&, Partitioner&, ComponentID, unsigned int)",IntraSearch,PLTSearch
0.02,51.03,0.01,0.0,0.0,0.0,ContextSetCfg::addCtxSet(std::initializer_list<std::initializer_list<unsigned char> >),ContextSetCfg,addCtxSet
0.02,51.04,0.01,0.0,0.0,0.0,BitEstimatorBase::align(),BitEstimatorBase,align
0.02,51.05,0.01,0.0,0.0,0.0,"TU::isNonTransformedResidualRotated(TransformUnit const&, ComponentID const&)",TU,isNonTransformedResidualRotated
0.02,51.06,0.01,0.0,0.0,0.0,RdCost::xGetSAD_full(DistParam const&),RdCost,xGetSAD_full
0.02,51.07,0.01,0.0,0.0,0.0,AreaBuf<short>::toLast(ClpRng const&),AreaBuf<short>,toLast
0.02,51.08,0.01,0.0,0.0,0.0,Picture::getResiBuf(CompArea const&),Picture,getResiBuf
0.02,51.09,0.01,0.0,0.0,0.0,DQIntern::Rom::~Rom(),DQIntern,Rom::~Rom
0.02,51.1,0.01,0.0,0.0,0.0,CodingStructure::getPredBuf(CompArea const&) const,CodingStructure,getPredBuf
0.02,51.11,0.01,0.0,0.0,0.0,Picture::getResiBuf(CompArea const&) const,Picture,getResiBuf
0.02,51.12,0.01,0.0,0.0,0.0,CompArea::chromaPos() const,CompArea,chromaPos
0.01,51.12,0.01,14536763.0,0.0,0.0,"void simdFilterCopy<(X86_VEXT)3, true, true>(ClpRng const&, short const*, int, short*, int, int, int, bool)",no_class_function,void simdFilterCopy
0.01,51.13,0.01,5542691.0,0.0,0.0,"TU::getICTMode(TransformUnit const&, int)",TU,getICTMode
0.01,51.13,0.01,5253028.0,0.0,0.0,"PreCalcValues::getMinBtSize(Slice const&, ChannelType) const",PreCalcValues,getMinBtSize
0.01,51.14,0.01,3777873.0,0.0,0.0,PredictionUnit::getMotionBuf(),PredictionUnit,getMotionBuf
0.01,51.14,0.01,1221936.0,0.0,0.0,roundMvComp(int),no_class_function,roundMvComp
0.01,51.15,0.01,1199884.0,0.0,0.0,"RdCost::setDistParam(DistParam&, AreaBuf<short const> const&, AreaBuf<short const> const&, int, ComponentID, bool)",RdCost,setDistParam
0.01,51.15,0.01,1115885.0,0.0,0.0,PU::isDMChromaMIP(PredictionUnit const&),PU,isDMChromaMIP
0.01,51.16,0.01,1086769.0,0.0,0.0,CU::isPLT(CodingUnit const&),CU,isPLT
0.01,51.16,0.01,1071832.0,0.0,0.0,"InterSearch::xClipMv(Mv&, Position const&, Size const&, SPS const&, PPS const&)",InterSearch,xClipMv
0.01,51.17,0.01,903034.0,0.0,0.0,"CU::getISPType(CodingUnit const&, ComponentID)",CU,getISPType
0.01,51.17,0.01,800963.0,0.0,0.0,"std::vector<Ctx*, std::allocator<Ctx*> >::push_back(Ctx* const&)",std,"vector<Ctx*, std::allocator<Ctx*> >::push_back"
0.01,51.18,0.01,702137.0,0.0,0.0,"CU::isISPLast(CodingUnit const&, CompArea const&, ComponentID)",CU,isISPLast
0.01,51.18,0.01,698183.0,0.0,0.0,"InterSearch::setWpScalingDistParam(int, RefPicList, Slice*)",InterSearch,setWpScalingDistParam
0.01,51.19,0.01,568395.0,0.0,0.0,CodingUnit::checkCCLMAllowed() const,CodingUnit,checkCCLMAllowed
0.01,51.19,0.01,502490.0,0.0,0.0,CU::traversePUs(CodingUnit const&),CU,traversePUs
0.01,51.2,0.01,284834.0,0.0,0.0,CU::hasSubCUNonZeroMVd(CodingUnit const&),CU,hasSubCUNonZeroMVd
0.01,51.2,0.01,266420.0,0.0,0.0,TransformUnit::checkTuNoResidual(unsigned int),TransformUnit,checkTuNoResidual
0.01,51.21,0.01,212691.0,0.0,0.0,"PU::addAffineMVPCandUnscaled(PredictionUnit const&, RefPicList const&, int const&, Position const&, MvpDir const&, AffineAMVPInfo&)",PU,addAffineMVPCandUnscaled
0.01,51.21,0.01,201294.0,0.0,0.0,CodingStructure::addEmptyTUs(Partitioner&),CodingStructure,addEmptyTUs
0.01,51.22,0.01,174159.0,0.0,0.0,"InterSearch::xGetBlkBits(bool, int, unsigned int, unsigned int*)",InterSearch,xGetBlkBits
0.01,51.22,0.01,144337.0,0.0,0.0,"InterSearch::xPatternSearchFracDIF(PredictionUnit const&, RefPicList, int, InterSearch::IntTZSearchStruct&, Mv const&, Mv&, Mv&, unsigned long&, bool&)",InterSearch,xPatternSearchFracDIF
0.01,51.23,0.01,138335.0,0.0,0.0,CU::hasSubCUNonZeroAffineMVd(CodingUnit const&),CU,hasSubCUNonZeroAffineMVd
0.01,51.23,0.01,136144.0,0.0,0.0,MotionInfo::operator==(MotionInfo const&) const,MotionInfo,operator==
0.01,51.24,0.01,106510.0,0.0,0.0,"clipColPos(int&, int&, PredictionUnit const&)",no_class_function,clipColPos
0.01,51.24,0.01,86786.0,0.0,0.0,InterSearch::resetSavedAffineMotion(),InterSearch,resetSavedAffineMotion
0.01,51.25,0.01,40291.0,0.0,0.0,TransformUnit::setChromaAdj(int),TransformUnit,setChromaAdj
0.01,51.25,0.01,37885.0,0.0,0.0,"CU::bdpcmAllowed(CodingUnit const&, ComponentID)",CU,bdpcmAllowed
0.01,51.26,0.01,13187.0,0.0,0.0,CU::traverseTUs(CodingUnit&),CU,traverseTUs
0.01,51.26,0.01,2009.0,0.0,0.0,"InterSearch::xAffineMotionEstimation(PredictionUnit&, UnitBuf<short>&, RefPicList, Mv*, int, Mv*, bool*, unsigned int&, unsigned long&, int&, AffineAMVPInfo const&, bool&, bool)::{lambda(Mv*)#1}::operator()(Mv*) const",InterSearch,xAffineMotionEstimation
0.01,51.27,0.01,210.0,0.0,0.0,RdCost::xGetSSE16N(DistParam const&),RdCost,xGetSSE16N
0.01,51.27,0.01,40.0,0.0,0.0,"short* detail::aligned_malloc<short>(unsigned long, unsigned long)",short* detail,aligned_malloc<short>
0.01,51.28,0.01,9.0,0.0,0.0,InterSearch::initWeightIdxBits(),InterSearch,initWeightIdxBits
0.01,51.28,0.01,1.0,0.01,0.01,"InterSearch::setTempBuffers(CodingStructure****, CodingStructure****, CodingStructure**)",InterSearch,setTempBuffers
0.01,51.29,0.01,0.0,0.0,0.0,CodingStructure::getOrgResiBuf(UnitArea const&),CodingStructure,getOrgResiBuf
0.01,51.29,0.01,0.0,0.0,0.0,InterPrediction::xFillIBCBuffer(CodingUnit&),InterPrediction,xFillIBCBuffer
0.01,51.3,0.01,0.0,0.0,0.0,PPS::resetTileSliceInfo(),PPS,resetTileSliceInfo
0.01,51.3,0.01,0.0,0.0,0.0,EncCfg::~EncCfg(),EncCfg,~EncCfg
0.01,51.31,0.01,0.0,0.0,0.0,"bool* detail::aligned_malloc<bool>(unsigned long, unsigned long)",bool* detail,aligned_malloc<bool>
0.01,51.31,0.01,0.0,0.0,0.0,CodingStructure::getOrgResiBuf(CompArea const&) const,CodingStructure,getOrgResiBuf
0.01,51.32,0.01,0.0,0.0,0.0,CodingStructure::getTrueOrgBuf() const,CodingStructure,getTrueOrgBuf
0.01,51.32,0.01,0.0,0.0,0.0,CodingStructure::getOrgBuf(CompArea const&) const,CodingStructure,getOrgBuf
0.01,51.33,0.01,0.0,0.0,0.0,BitEstimatorBase::getEstFracBits() const,BitEstimatorBase,getEstFracBits
0.01,51.33,0.01,0.0,0.0,0.0,"Slice::getWpScaling(RefPicList, int) const",Slice,getWpScaling
0.0,51.33,0.0,12585417.0,0.0,0.0,BitEstimatorBase::resetBits(),BitEstimatorBase,resetBits
0.0,51.33,0.0,11840679.0,0.0,0.0,BitEstimatorBase::encodeBinEP(unsigned int),BitEstimatorBase,encodeBinEP
0.0,51.33,0.0,5624949.0,0.0,0.0,"PreCalcValues::getMaxBtSize(Slice const&, ChannelType) const",PreCalcValues,getMaxBtSize
0.0,51.33,0.0,5587773.0,0.0,0.0,PU::getIntraDirLuma(PredictionUnit const&),PU,getIntraDirLuma
