percentageTime,cumulativeTime,selfSeconds,calls,selfMs/call,totalMs/call,function,class
0.0,51.33,0.0,99650.0,0.0,0.0,extend_ref_line,CABACWriter
0.0,51.33,0.0,94594.0,0.0,0.0,traverseTUs,CodingStructure
0.0,51.33,0.0,86786.0,0.0,0.0,anyMode,EncModeCtrl
0.0,51.33,0.0,80305.0,0.0,0.0,CodingUnit,CodingUnit
0.0,51.33,0.0,80289.0,0.0,0.0,allLumaCBFsAreZero,CU
0.0,51.33,0.0,79527.0,0.0,0.0,xFinishISPModes,IntraSearch
0.0,51.33,0.0,78564.0,0.0,0.0,getLMSymbolList,PU
0.0,51.33,0.0,68824.0,0.0,0.0,ref_idx,CABACWriter
0.0,51.33,0.0,62585.0,0.0,0.0,xSymmetricMotionEstimation,InterSearch
0.0,51.33,0.0,58900.0,0.0,0.0,affine_flag,CABACWriter
0.0,51.33,0.0,56217.0,0.0,0.0,getClipMax,AlfCovariance
0.0,51.33,0.0,55125.0,0.0,0.0,calculateError,AlfCovariance
0.0,51.33,0.0,52607.0,0.0,0.0,switchBuffer,IntraPrediction
0.0,51.33,0.0,52590.0,0.0,0.0,_Iter_comp_iter<bool ,void std
0.0,51.33,0.0,51115.0,0.0,0.0,CtxInterDir,DeriveCtx
0.0,51.33,0.0,49837.0,0.0,0.0,xFindAlreadyTestedNearbyIntraModes,IntraSearch
0.0,51.33,0.0,48276.0,0.0,0.0,xPatternSearchFast,InterSearch
0.0,51.33,0.0,47564.0,0.0,0.0,getInterMMVDMergeCandidates,PU
0.0,51.33,0.0,46293.0,0.0,0.0,adjustPredArea,CU
0.0,51.33,0.0,44599.0,0.0,0.0,saveMotionInHMVP,CU
0.0,51.33,0.0,42372.0,0.0,0.0,clipToStorageBitDepth,Mv
0.0,51.33,0.0,41315.0,0.0,0.0,getPWLIdxInv,Reshape
0.0,51.33,0.0,40291.0,0.0,0.0,calculateChromaAdj,Reshape
0.0,51.33,0.0,39956.0,0.0,0.0,isClean,CodingStructure
0.0,51.33,0.0,38764.0,0.0,0.0,_M_realloc_insert<TransformUnit* const&>,void std
0.0,51.33,0.0,37694.0,0.0,0.0,contains,UnitArea
0.0,51.33,0.0,32248.0,0.0,0.0,xSetScanInfo,DQIntern
0.0,51.33,0.0,29574.0,0.0,0.0,void roundIntVector_SIMD<,no_class
0.0,51.33,0.0,25772.0,0.0,0.0,init,BinProbModel_Std
0.0,51.33,0.0,24963.0,0.0,0.0,getAvailableAffineNeighboursForLeftPredictor,no_class
0.0,51.33,0.0,23848.0,0.0,0.0,xTZ2PointSearch,InterSearch
0.0,51.33,0.0,20752.0,0.0,0.0,codeAlfCtuAlternative,CABACWriter
0.0,51.33,0.0,17568.0,0.0,0.0,void simdInterpolateHorM8<,no_class
0.0,51.33,0.0,16629.0,0.0,0.0,xSortISPCandListLFNST,IntraSearch
0.0,51.33,0.0,15834.0,0.0,0.0,roundFiltCoeff,EncAdaptiveLoopFilter
0.0,51.33,0.0,13404.0,0.0,0.0,unary_max_eqprob,CABACWriter
0.0,51.33,0.0,12805.0,0.0,0.0,spanGeoMotionInfo,PU
0.0,51.33,0.0,11955.0,0.0,0.0,isSameSubPic,CU
0.0,51.33,0.0,11691.0,0.0,0.0,storeAffineMotion,InterSearch
0.0,51.33,0.0,11166.0,0.0,0.0,fastForwardDCT8_B4,no_class
0.0,51.33,0.0,10727.0,0.0,0.0,write,OutputBitstream
0.0,51.33,0.0,10386.0,0.0,0.0,traversePUs,CU
0.0,51.33,0.0,10080.0,0.0,0.0,xDecodeInterTU,DecCu
0.0,51.33,0.0,8745.0,0.0,0.0,end_of_ctu,CABACWriter
0.0,51.33,0.0,8745.0,0.0,0.0,isLastSubCUOfCtu,CU
0.0,51.33,0.0,6713.0,0.0,0.0,void invTransformCbCr<-3>,no_class
0.0,51.33,0.0,5651.0,0.0,0.0,xIntraRecBlk,DecCu
0.0,51.33,0.0,5001.0,0.0,0.0,xEdgeFilterLuma,DeblockingFilter
0.0,51.33,0.0,4536.0,0.0,0.0,_Temporary_buffer,std
0.0,51.33,0.0,4536.0,0.0,0.0,_Iter_comp_iter<SmallerThanComboCost> >,void std
0.0,51.33,0.0,4332.0,0.0,0.0,_M_assign_aux<int const*>,void std
0.0,51.33,0.0,3624.0,0.0,0.0,xInheritedAffineMv,PU
0.0,51.33,0.0,3408.0,0.0,0.0,xDeriveCUMV,DecCu
0.0,51.33,0.0,3408.0,0.0,0.0,xDecodeInterTexture,DecCu
0.0,51.33,0.0,3312.0,0.0,0.0,geneIntrainterPred,IntraPrediction
0.0,51.33,0.0,3045.0,0.0,0.0,writeOut,BinEncoderBase
0.0,51.33,0.0,2674.0,0.0,0.0,xSetMaxFilterLengthPQFromTransformSizes,DeblockingFilter
0.0,51.33,0.0,2587.0,0.0,0.0,getResiBuf,Picture
0.0,51.33,0.0,2404.0,0.0,0.0,reconstruct,UnitBuf<short>
0.0,51.33,0.0,2380.0,0.0,0.0,xSetDeblockingFilterParam,DeblockingFilter
0.0,51.33,0.0,2304.0,0.0,0.0,xSetFlatScalingList,Quant
0.0,51.33,0.0,2142.0,0.0,0.0,getChromaCoeffRate,EncAdaptiveLoopFilter
0.0,51.33,0.0,1716.0,0.0,0.0,getModeTypeAtDepth,CU
0.0,51.33,0.0,1601.0,0.0,0.0,addOption,df
0.0,51.33,0.0,1593.0,0.0,0.0,~PelStorage,PelStorage
0.0,51.33,0.0,1497.0,0.0,0.0,getRefPicIdentifier,ReferencePictureList
0.0,51.33,0.0,1286.0,0.0,0.0,isRefPicLongterm,ReferencePictureList
0.0,51.33,0.0,1177.0,0.0,0.0,fastInverseDCT8_B4,no_class
0.0,51.33,0.0,1125.0,0.0,0.0,encodeBinsEP,BinEncoderBase
0.0,51.33,0.0,1092.0,0.0,0.0,getCostFilterCoeff,EncAdaptiveLoopFilter
0.0,51.33,0.0,1092.0,0.0,0.0,getCostFilterCoeffForce0,EncAdaptiveLoopFilter
0.0,51.33,0.0,1092.0,0.0,0.0,reset,SAOOffset
0.0,51.33,0.0,904.0,0.0,0.0,codeAlfCtuAlternatives,CABACWriter
0.0,51.33,0.0,746.0,0.0,0.0,isEncoding,BinEncoderBase
0.0,51.33,0.0,695.0,0.0,0.0,getNumberOfActivePictures,ReferencePictureList
0.0,51.33,0.0,681.0,0.0,0.0,fastInverseDCT8_B8,no_class
0.0,51.33,0.0,571.0,0.0,0.0,xWriteFlag,VLCWriter
0.0,51.33,0.0,540.0,0.0,0.0,setDefault,df
0.0,51.33,0.0,522.0,0.0,0.0,SAOOffset,SAOOffset
0.0,51.33,0.0,505.0,0.0,0.0,getFrameStats,EncAdaptiveLoopFilter
0.0,51.33,0.0,494.0,0.0,0.01,getFilterCoeffAndCost,EncAdaptiveLoopFilter
0.0,51.33,0.0,492.0,0.0,0.0,codeAlfCtuAlternatives,CABACWriter
0.0,51.33,0.0,452.0,0.0,0.0,setEnableFlag,EncAdaptiveLoopFilter
0.0,51.33,0.0,424.0,0.0,0.0,xWriteUvlc,VLCWriter
0.0,51.33,0.0,386.0,0.0,0.0,void simdFilter<,no_class
0.0,51.33,0.0,380.0,0.0,0.0,_M_realloc_insert<PredictionUnit* const&>,void std
0.0,51.33,0.0,364.0,0.0,0.0,scanLine,df
0.0,51.33,0.0,319.0,0.0,0.0,~Option,df
0.0,51.33,0.0,310.0,0.0,0.0,encodeRemAbsEP,BinEncoderBase
0.0,51.33,0.0,304.0,0.0,0.0,storePair,df
0.0,51.33,0.0,301.0,0.0,0.0,CodingStructure,CodingStructure
0.0,51.33,0.0,300.0,0.0,0.0,createCoeffs,CodingStructure
0.0,51.33,0.0,300.0,0.0,0.0,destroy,CodingStructure
0.0,51.33,0.0,300.0,0.0,0.0,allocator<TransformUnit*> > > >,void std
0.0,51.33,0.0,298.0,0.0,0.0,create,CodingStructure
0.0,51.33,0.0,259.0,0.0,0.0,setCtuEnableFlag,EncAdaptiveLoopFilter
0.0,51.33,0.0,257.0,0.0,0.0,~Option,df
0.0,51.33,0.0,251.0,0.0,0.0,operator,df
0.0,51.33,0.0,208.0,0.0,0.0,~Option,df
0.0,51.33,0.0,207.0,0.0,0.0,setDefault,df
0.0,51.33,0.0,190.0,0.0,0.0,reset,SAOBlkParam
0.0,51.33,0.0,173.0,0.0,0.0,operator=,SAOOffset
0.0,51.33,0.0,165.0,0.0,0.0,invertQuantOffsets,SampleAdaptiveOffset
0.0,51.33,0.0,162.0,0.0,0.0,SAOBlkParam,SAOBlkParam
0.0,51.33,0.0,160.0,0.0,0.0,getFilteredDistortion,EncAdaptiveLoopFilter
0.0,51.33,0.0,160.0,0.0,0.0,deriveOffsets,EncSampleAdaptiveOffset
0.0,51.33,0.0,156.0,0.0,0.0,setNumberOfLongtermPictures,ReferencePictureList
0.0,51.33,0.0,156.0,0.0,0.0,operator,df
0.0,51.33,0.0,151.0,0.0,0.0,error,df
0.0,51.33,0.0,136.0,0.0,0.0,getInitTable,ContextSetCfg
0.0,51.33,0.0,126.0,0.0,0.0,extendBorderPel,AreaBuf<short>
0.0,51.33,0.0,96.0,0.0,0.0,motionCompensationGeo,InterPrediction
0.0,51.33,0.0,91.0,0.0,0.0,main,no_class
0.0,51.33,0.0,80.0,0.0,0.0,coding_tree,CABACWriter
0.0,51.33,0.0,76.0,0.0,0.0,setDefault,df
0.0,51.33,0.0,76.0,0.0,0.0,_M_get_insert_hint_unique_pos,std
0.0,51.33,0.0,74.0,0.0,0.0,CtxStore,CtxStore<BinProbModel_Std>
0.0,51.33,0.0,70.0,0.0,0.0,OutputBitstream,OutputBitstream
0.0,51.33,0.0,68.0,0.0,0.0,operator,df
0.0,51.33,0.0,66.0,0.0,0.0,scalePlane,no_class
0.0,51.33,0.0,64.0,0.0,0.0,~Option,df
0.0,51.33,0.0,62.0,0.0,0.0,getTileColumnBd,PPS
0.0,51.33,0.0,60.0,0.0,0.0,xClearSEIs,EncGOP
0.0,51.33,0.0,60.0,0.0,0.0,ctuToTileCol,PPS
0.0,51.33,0.0,54.0,0.0,0.0,_M_default_append,std
0.0,51.33,0.0,53.0,0.0,0.0,parse,df
0.0,51.33,0.0,50.0,0.0,0.0,initCtxModels,CABACWriter
0.0,51.33,0.0,50.0,0.0,0.0,~SubPic,SubPic
0.0,51.33,0.0,48.0,0.0,0.0,sao_block_pars,CABACWriter
0.0,51.33,0.0,48.0,0.0,0.0,clearAll,TComHash
0.0,51.33,0.0,48.0,0.0,0.0,_M_fill_insert,std
0.0,51.33,0.0,47.0,0.0,0.0,operator,df
0.0,51.33,0.0,47.0,0.0,0.0,~Option,df
0.0,51.33,0.0,47.0,0.0,0.0,~Option,df
0.0,51.33,0.0,46.0,0.0,0.0,isCrossedByVirtualBoundaries,SampleAdaptiveOffset
0.0,51.33,0.0,44.0,0.0,0.0,xWriteCode,VLCWriter
0.0,51.33,0.0,42.0,0.0,0.0,getNonFilterCoeffRate,EncAdaptiveLoopFilter
0.0,51.33,0.0,40.0,0.0,0.0,extractSeisByType,extractSeisByType(std
0.0,51.33,0.0,40.0,0.0,0.0,init,BinEncoderBase
0.0,51.33,0.0,40.0,0.0,0.0,init,SaveLoadEncInfoSbt
0.0,51.33,0.0,40.0,0.0,1.09,compressCtu,EncCu
0.0,51.33,0.0,40.0,0.0,0.0,deriveLoopFilterBoundaryAvailibility,EncSampleAdaptiveOffset
0.0,51.33,0.0,39.0,0.0,0.0,parse,df
0.0,51.33,0.0,38.0,0.0,0.0,operator=,std
0.0,51.33,0.0,36.0,0.0,0.0,xGetRefPic,Slice
0.0,51.33,0.0,34.0,0.0,0.0,extendPicBorder,Picture
0.0,51.33,0.0,33.0,0.0,0.0,adjustGOPid,EfficientFieldIRAPMapping
0.0,51.33,0.0,33.0,0.0,1.53,compressGOP,EncGOP
0.0,51.33,0.0,33.0,0.0,1.53,encode,EncLib
0.0,51.33,0.0,32.0,0.0,0.0,parse,df
0.0,51.33,0.0,31.0,0.0,0.0,getUnfilteredDistortion,EncAdaptiveLoopFilter
0.0,51.33,0.0,30.0,0.0,0.0,isPocRestrictedByDRAP,Slice
0.0,51.33,0.0,30.0,0.0,0.0,getNalUnitType,EncGOP
0.0,51.33,0.0,30.0,0.0,0.0,xFindDistortionPlane,EncGOP
0.0,51.33,0.0,28.0,0.0,0.0,OlsHrdParams,OlsHrdParams
0.0,51.33,0.0,27.0,0.0,0.0,_M_deallocate,std
0.0,51.33,0.0,22.0,0.0,0.0,read,VideoIOYuv
0.0,51.33,0.0,21.0,0.0,0.0,extractPTLInformation,ProfileLevelTierFeatures
0.0,51.33,0.0,21.0,0.0,0.0,PicHeader,PicHeader
0.0,51.33,0.0,20.0,0.0,0.0,getSeisByType,getSeisByType(std
0.0,51.33,0.0,20.0,0.0,0.0,rebindPicBufs,CodingStructure
0.0,51.33,0.0,20.0,0.0,0.0,writeAlignZero,OutputBitstream
0.0,51.33,0.0,20.0,0.0,0.0,destroy,AdaptiveLoopFilter
0.0,51.33,0.0,20.0,0.0,0.29,alfEncoder,EncAdaptiveLoopFilter
0.0,51.33,0.0,20.0,0.0,0.0,getMaxNumAlternativesChroma,EncAdaptiveLoopFilter
0.0,51.33,0.0,20.0,0.0,0.0,operator,df
0.0,51.33,0.0,20.0,0.0,0.0,~Option,df
0.0,51.33,0.0,20.0,0.0,0.0,~Slice,Slice
0.0,51.33,0.0,20.0,0.0,0.0,setLambda,RdCost
0.0,51.33,0.0,20.0,0.0,0.0,getRecoBuf,Picture
0.0,51.33,0.0,20.0,0.0,0.0,clearSliceBuffer,Picture
0.0,51.33,0.0,20.0,0.0,0.0,getSubPicIdxFromSubPicId,PPS
0.0,51.33,0.0,20.0,0.0,0.0,_M_erase,std
0.0,51.33,0.0,19.0,0.0,0.0,checkThatAllRefPicsAreAvailable,Slice
0.0,51.33,0.0,18.0,0.0,0.0,resize,std
0.0,51.33,0.0,16.0,0.0,0.0,operator=,std
0.0,51.33,0.0,15.0,0.0,0.0,xWriteSvlc,VLCWriter
0.0,51.33,0.0,14.0,0.0,0.0,parse,df
0.0,51.33,0.0,13.0,0.0,0.0,writeNaluContent,writeNaluContent(std
0.0,51.33,0.0,13.0,0.0,0.0,writeNaluWithHeader,writeNaluWithHeader(std
0.0,51.33,0.0,13.0,0.0,0.0,getByteStreamLength,OutputBitstream
0.0,51.33,0.0,13.0,0.0,0.0,getByteStream,OutputBitstream
0.0,51.33,0.0,12.0,0.0,0.0,compareCounts,no_class
0.0,51.33,0.0,12.0,0.0,0.0,getMergeList,SampleAdaptiveOffset
0.0,51.33,0.0,12.0,0.0,0.0,offsetCTU,SampleAdaptiveOffset
0.0,51.33,0.0,12.0,0.0,0.0,deriveModeNewRDO,EncSampleAdaptiveOffset
0.0,51.33,0.0,12.0,0.0,0.01,motionEstimation,EncTemporalFilter
0.0,51.33,0.0,11.0,0.0,0.0,reconstructCoeffAPSs,AdaptiveLoopFilter
0.0,51.33,0.0,11.0,0.0,0.0,destroy,EncAdaptiveLoopFilter
0.0,51.33,0.0,11.0,0.0,0.0,PPSNeedsWriting,EncLib
0.0,51.33,0.0,11.0,0.0,0.0,initPicHeader,PicHeader
0.0,51.33,0.0,11.0,0.0,0.0,operator=,std
0.0,51.33,0.0,10.0,0.0,0.0,nalUnitTypeToString,no_class
0.0,51.33,0.0,10.0,0.0,0.0,trySkipOrDecodePicture,no_class
0.0,51.33,0.0,10.0,0.0,0.0,preAnalyzerLMCS,EncReshape
0.0,51.33,0.0,10.0,0.0,0.0,init,IbcHashMap
0.0,51.33,0.0,10.0,0.0,0.0,end_of_slice,CABACWriter
0.0,51.33,0.0,10.0,0.0,0.0,reset,BinEncoderBase
0.0,51.33,0.0,10.0,0.0,0.0,getTrueOrgBuf,CodingStructure
0.0,51.33,0.0,10.0,0.0,0.01,filter,EncTemporalFilter
0.0,51.33,0.0,10.0,0.0,0.0,create,SampleAdaptiveOffset
0.0,51.33,0.0,10.0,0.0,0.0,alfEncoderCtb,EncAdaptiveLoopFilter
0.0,51.33,0.0,10.0,0.0,0.0,xSetupCcAlfAPS,EncAdaptiveLoopFilter
0.0,51.33,0.0,10.0,0.0,0.0,getAvaiApsIdsLuma,EncAdaptiveLoopFilter
0.0,51.33,0.0,10.0,0.0,0.0,initDistortionCcalf,EncAdaptiveLoopFilter
0.0,51.33,0.0,10.0,0.0,0.0,create,EncAdaptiveLoopFilter
0.0,51.33,0.0,10.0,0.0,0.0,disabledRate,EncSampleAdaptiveOffset
0.0,51.33,0.0,10.0,0.0,0.0,getStatistics,EncSampleAdaptiveOffset
0.0,51.33,0.0,10.0,0.0,0.0,decidePicParams,EncSampleAdaptiveOffset
0.0,51.33,0.0,10.0,0.0,0.0,setRefinedMotionField,CS
0.0,51.33,0.0,10.0,0.0,0.0,sortPicList,Slice
0.0,51.33,0.0,10.0,0.0,0.0,resetWpScaling,Slice
0.0,51.33,0.0,10.0,0.0,0.0,scaleRefPicList,Slice
0.0,51.33,0.0,10.0,0.0,0.0,setDefaultClpRng,Slice
0.0,51.33,0.0,10.0,0.0,0.0,constructRefPicList,Slice
0.0,51.33,0.0,10.0,0.0,0.0,setList1IdxToList0Idx,Slice
0.0,51.33,0.0,10.0,0.0,0.0,initSlice,Slice
0.0,51.33,0.0,10.0,0.0,0.0,~Slice,Slice
0.0,51.33,0.0,10.0,0.0,0.0,xGetBuffer,EncGOP
0.0,51.33,0.0,10.0,0.0,0.0,xUpdateDuData,EncGOP
0.0,51.33,0.0,10.0,0.0,0.0,xUpdateRasInit,EncGOP
0.0,51.33,0.0,10.0,0.0,0.0,xUpdateTimingSEI,EncGOP
0.0,51.33,0.0,10.0,0.0,0.0,xCalculateAddPSNRs,EncGOP
0.0,51.33,0.0,10.0,0.0,0.0,xWriteDuSEIMessages,EncGOP
0.0,51.33,0.0,10.0,0.0,0.0,xCreatePictureTimingSEI,EncGOP
0.0,51.33,0.0,10.0,0.0,0.0,xWriteLeadingSEIMessages,EncGOP
0.0,51.33,0.0,10.0,0.0,0.0,xWriteTrailingSEIMessages,EncGOP
0.0,51.33,0.0,10.0,0.0,0.0,encodePrep,EncLib
0.0,51.33,0.0,10.0,0.0,0.0,selectReferencePictureList,EncLib
0.0,51.33,0.0,10.0,0.0,0.0,allocateNewSlice,Picture
0.0,51.33,0.0,10.0,0.0,0.0,destroyTempBuffers,Picture
0.0,51.33,0.0,10.0,0.0,0.0,destroy,Picture
0.0,51.33,0.0,10.0,0.0,0.0,Picture,Picture
0.0,51.33,0.0,10.0,0.0,4.38,encodeCtus,EncSlice
0.0,51.33,0.0,10.0,0.0,0.0,setUpLambda,EncSlice
0.0,51.33,0.0,10.0,0.0,4.38,compressSlice,EncSlice
0.0,51.33,0.0,10.0,0.0,0.0,initializeLambda,EncSlice
0.0,51.33,0.0,10.0,0.0,0.0,setLosslessSlice,EncSlice
0.0,51.33,0.0,10.0,0.0,0.0,create,EncSlice
0.0,51.33,0.0,10.0,0.0,0.0,~TComHash,TComHash
0.0,51.33,0.0,10.0,0.0,0.0,codePictureHeader,HLSWriter
0.0,51.33,0.0,10.0,0.0,0.0,~PicHeader,PicHeader
0.0,51.33,0.0,10.0,0.0,0.0,getMinCr,ProfileLevelTierFeatures
0.0,51.33,0.0,10.0,0.0,0.0,checkLeadingPictureRestrictions,Slice
0.0,51.33,0.0,10.0,0.0,0.0,getQPForPicture,EncCfg
0.0,51.33,0.0,10.0,0.0,0.0,_M_default_append,std
0.0,51.33,0.0,10.0,0.0,0.0,_M_default_append,std
0.0,51.33,0.0,9.0,0.0,0.0,fastInverseDCT8_B32,no_class
0.0,51.33,0.0,9.0,0.0,0.0,setDefault,df
0.0,51.33,0.0,9.0,0.0,0.0,xCreateExplicitReferencePictureSetFromReference,EncGOP
0.0,51.33,0.0,9.0,0.0,0.0,isStepwiseTemporalLayerSwitchingPointCandidate,Slice
0.0,51.33,0.0,9.0,0.0,0.0,operator=,std
0.0,51.33,0.0,8.0,0.0,0.0,getFrameStatsCcalf,EncAdaptiveLoopFilter
0.0,51.33,0.0,8.0,0.0,0.0,deriveCcAlfFilterCoeff,EncAdaptiveLoopFilter
0.0,51.33,0.0,7.0,0.0,0.0,where[abi:cxx11],df
0.0,51.33,0.0,7.0,0.0,0.0,operator=,std
0.0,51.33,0.0,6.0,0.0,0.0,msg,no_class
0.0,51.33,0.0,6.0,0.0,0.0,_M_fill_insert,std
0.0,51.33,0.0,5.0,0.0,0.0,skipFrames,VideoIOYuv
0.0,51.33,0.0,5.0,0.0,0.0,getOrigBuf,Picture
0.0,51.33,0.0,5.0,0.0,0.0,_M_get_insert_unique_pos,std
0.0,51.33,0.0,4.0,0.0,0.0,initSeqStats,EncReshape
0.0,51.33,0.0,4.0,0.0,0.0,close,VideoIOYuv
0.0,51.33,0.0,4.0,0.0,0.0,printOut,Analyze
0.0,51.33,0.0,4.0,0.0,0.0,operator[],std
0.0,51.33,0.0,4.0,0.0,0.0,~vector,std
0.0,51.33,0.0,4.0,0.0,0.0,_M_get_insert_unique_pos,std
0.0,51.33,0.0,4.0,0.0,0.0,_Iter_comp_iter<bool ,void std
0.0,51.33,0.0,3.0,0.0,0.0,getProfileFeatures,ProfileFeatures
0.0,51.33,0.0,3.0,0.0,0.0,operator,df
0.0,51.33,0.0,3.0,0.0,0.0,~Option,df
0.0,51.33,0.0,3.0,0.0,0.0,~Option,df
0.0,51.33,0.0,3.0,0.0,0.0,getWinUnitX,SPS
0.0,51.33,0.0,3.0,0.0,0.0,xWriteRbspTrailingBits,VLCWriter
0.0,51.33,0.0,3.0,0.0,0.0,_M_push_back_aux<TemporalFilterSourcePicInfo>,void std
0.0,51.33,0.0,3.0,0.0,0.0,_M_fill_insert,std
0.0,51.33,0.0,3.0,0.0,0.0,_M_fill_insert,std
0.0,51.33,0.0,3.0,0.0,0.0,resize,std
0.0,51.33,0.0,3.0,0.0,0.0,_M_erase,std
0.0,51.33,0.0,2.0,0.0,0.0,getListOfColourSpaceConverts[abi:cxx11],no_class
0.0,51.33,0.0,2.0,0.0,0.0,cwReduction,EncReshape
0.0,51.33,0.0,2.0,0.0,0.0,ScalingList,ScalingList
0.0,51.33,0.0,2.0,0.0,0.0,setID,ParameterSetMap<APS>
0.0,51.33,0.0,2.0,0.0,0.0,readValues,SMultiValueInput<int>
0.0,51.33,0.0,2.0,0.0,0.0,getAvailableCcAlfApsIds,EncAdaptiveLoopFilter
0.0,51.33,0.0,2.0,0.0,0.0,parseGNU,df
0.0,51.33,0.0,2.0,0.0,0.0,~OptionFunc,df
0.0,51.33,0.0,2.0,0.0,0.0,parse,df
0.0,51.33,0.0,2.0,0.0,0.0,APS,APS
0.0,51.33,0.0,2.0,0.0,0.0,~APS,APS
0.0,51.33,0.0,2.0,0.0,0.0,deriveOutputLayerSets,VPS
0.0,51.33,0.0,2.0,0.0,0.0,~EncCfg,EncCfg
0.0,51.33,0.0,2.0,0.0,0.0,xInitSPS,EncLib
0.0,51.33,0.0,2.0,0.0,0.0,getFilteredOrigBuf,Picture
0.0,51.33,0.0,2.0,0.0,0.0,CtxStore,CtxStore<BinProbModel_Std>
0.0,51.33,0.0,2.0,0.0,0.0,destroy,RateCtrl
0.0,51.33,0.0,2.0,0.0,0.0,operator=,std
0.0,51.33,0.0,2.0,0.0,0.0,_M_default_append,std
0.0,51.33,0.0,2.0,0.0,0.0,_M_default_append,std
0.0,51.33,0.0,2.0,0.0,0.0,_M_erase,std
0.0,51.33,0.0,2.0,0.0,0.0,_Iter_comp_iter<bool ,void std
0.0,51.33,0.0,1.0,0.0,0.0,_GLOBAL__sub_I__Z18writeAnnexBNalUnitRSoRK11NALUnitEBSPb,no_class
0.0,51.33,0.0,1.0,0.0,0.0,_GLOBAL__sub_I_main,no_class
0.0,51.33,0.0,1.0,0.0,0.0,_get_x86_extensions,no_class
0.0,51.33,0.0,1.0,0.0,0.0,BinCounter,BinCounter
0.0,51.33,0.0,1.0,0.0,0.0,bubbleSortDsd,EncReshape
0.0,51.33,0.0,1.0,0.0,0.0,constructReshaperLMCS,EncReshape
0.0,51.33,0.0,1.0,0.0,0.0,destroy,EncReshape
0.0,51.33,0.0,1.0,0.0,0.0,EncReshape,EncReshape
0.0,51.33,0.0,1.0,0.0,0.0,IbcHashMap,IbcHashMap
0.0,51.33,0.0,1.0,0.0,0.0,initLumaDeltaQpLUT,EncModeCtrl
0.0,51.33,0.0,1.0,0.0,0.02,init,InterSearch
0.0,51.33,0.0,1.0,0.0,0.0,InterSearch,InterSearch
0.0,51.33,0.0,1.0,0.0,0.01,init,IntraSearch
0.0,51.33,0.0,1.0,0.0,0.01,IntraSearch,IntraSearch
0.0,51.33,0.0,1.0,0.0,0.0,TBinEncoder,TBinEncoder<BinProbModel_Std>
0.0,51.33,0.0,1.0,0.0,0.0,_initPelBufOpsX86<,void PelBufferOps
0.0,51.33,0.0,1.0,0.0,0.0,TBitEstimator,TBitEstimator<BinProbModel_Std>
0.0,51.33,0.0,1.0,0.0,0.0,destroy,InterPrediction
0.0,51.33,0.0,1.0,0.0,0.0,~InterPrediction,InterPrediction
0.0,51.33,0.0,1.0,0.0,0.01,IntraPrediction,IntraPrediction
0.0,51.33,0.0,1.0,0.0,0.0,allocatePS,ParameterSetMap<APS>
0.0,51.33,0.0,1.0,0.0,0.0,allocatePS,ParameterSetMap<PPS>
0.0,51.33,0.0,1.0,0.0,0.0,setID,ParameterSetMap<SPS>
0.0,51.33,0.0,1.0,0.0,0.0,destroy,BestEncInfoCache
0.0,51.33,0.0,1.0,0.0,0.0,destroy,CacheBlkInfoCtrl
0.0,51.33,0.0,1.0,0.0,0.0,DeblockingFilter,DeblockingFilter
0.0,51.33,0.0,1.0,0.0,0.0,WeightPrediction,WeightPrediction
0.0,51.33,0.0,1.0,0.0,0.0,EncTemporalFilter,EncTemporalFilter
0.0,51.33,0.0,1.0,0.0,0.0,initAdaptiveLoopFilterX86,AdaptiveLoopFilter
0.0,51.33,0.0,1.0,0.0,0.0,AdaptiveLoopFilter,AdaptiveLoopFilter
0.0,51.33,0.0,1.0,0.0,0.0,destroy,EncModeCtrlMTnoRQT
0.0,51.33,0.0,1.0,0.0,0.0,create,SaveLoadEncInfoSbt
0.0,51.33,0.0,1.0,0.0,0.0,WeightPredAnalysis,WeightPredAnalysis
0.0,51.33,0.0,1.0,0.0,0.0,_initInterpolationFilterX86<,void InterpolationFilter
0.0,51.33,0.0,1.0,0.0,0.0,initAffineGradientSearchX86,AffineGradientSearch
0.0,51.33,0.0,1.0,0.0,0.0,AffineGradientSearch,AffineGradientSearch
0.0,51.33,0.0,1.0,0.0,0.0,setParams,ChromaQpMappingTable
0.0,51.33,0.0,1.0,0.0,0.0,~SampleAdaptiveOffset,SampleAdaptiveOffset
0.0,51.33,0.0,1.0,0.0,0.0,EncSampleAdaptiveOffset,EncSampleAdaptiveOffset
0.0,51.33,0.0,1.0,0.0,0.0,setDefaults,df
0.0,51.33,0.0,1.0,0.0,0.0,~Option,df
0.0,51.33,0.0,1.0,0.0,0.0,~Option,df
0.0,51.33,0.0,1.0,0.0,0.0,~Option,df
0.0,51.33,0.0,1.0,0.0,0.0,parse,df
0.0,51.33,0.0,1.0,0.0,0.0,setDefault,df
0.0,51.33,0.0,1.0,0.0,0.0,parse,df
0.0,51.33,0.0,1.0,0.0,0.0,~Option,df
0.0,51.33,0.0,1.0,0.0,0.0,~Option,df
0.0,51.33,0.0,1.0,0.0,0.0,~Option,df
0.0,51.33,0.0,1.0,0.0,0.0,scanArgv[abi:cxx11],df
0.0,51.33,0.0,1.0,0.0,0.0,checkSliceMap,PPS
0.0,51.33,0.0,1.0,0.0,0.0,initRectSliceMap,PPS
0.0,51.33,0.0,1.0,0.0,0.0,PPS,PPS
